,country,title,image_link,source,content,published_at,link
0,Korea,"""더블유씨피, 4분기 실적 컨센서스 밑돌 전망…목표가↓""-KB",https://img.hankyung.com/photo/202411/01.32535849.1.jpg,한국경제,"사진=더블유씨피 KB증권은 22일 더블유씨피에 대해 ""올해 4분기 실적이 시장 컨센서스(증권사 추정치 평균)를 밑돌 것""이라며 목표주가를 기존 2만7000원에서 1만9000원으로 하향 조정했다. 투자의견은 '매수'를 유지했다.이 증권사 이창민 연구원은 ""지난 3분기의 부진한 실적 흐름이 이어질 것""이라며 ""OEM(주문자상표부착생산)들의 연말 재고 조정이 예상돼 각형 전지용 분리막과 원통형 전지용 분리막 실적이 모두 부진할 것""이라고 분석했다.이어 ""가동률도 급감하면서 수익성이 악화되고 있다""며 ""중동 전쟁이 지속되면서 물류비 부담 확대와 각종 신제품 테스트·시운전 비용 등도 영업 적자 폭을 확대하고 있다""고 설명했다.KB증권은 더블유씨피의 올 4분기 매출을 전년 동기 대비 51% 감소한 448억원으로 추정했다. 영업손실은 217억원으로 적자 전환하면서 시장 컨센서스(30억원)를 크게 밑돌 것으로 예상했다.다만 내년 하반기부터는 업황 반등이 기대된다고 이 연구원은 강조했다. 그는 ""내년부터 강화되는 유럽연합의 이산화탄소(CO₂) 배출 규제 영향으로 유럽 OEM들의 전기차(EV)용 전지 재고 축적 수요가 예상된다""며 ""내년 하반기부터 원통형 전지용 고함침성 분리막을 원하는 신규 고객 1~2곳이 추가될 것으로 예상돼 점진적 가동률 개선이 가능할 것""이라고 봤다.고정삼 한경닷컴 기자 jsk@hankyung.com",2024.11.22 08:39,https://www.hankyung.com/article/2024112275536
1,Korea,,,한국경제,,,https://www.hankyung.com/article/2024112275656
2,Korea,"[마켓PRO] Today's Pick : ""SK하이닉스, HBM 잘 나가도 목표주가 하향…낸드 가격 하락""",https://img.hankyung.com/photo/202411/01.37030796.1.jpg,한국경제,"※Today's Pick은 매일아침 여의도 애널리스트들이 발간한 종목분석 보고서 중 투자의견 및 목표주가가 변경된 종목을 위주로 한국경제 기자들이 핵심 내용을 간추려 전달합니다. 사진=게티이미지뱅크 👀주목할 만한 보고서SK하이닉스 ""낸드 경쟁 심화 예상""📉목표주가 : 22만원→21만원(하향) / 현재주가 : 16만8800원 투자의견 : 매수(유지) / 키움증권[체크 포인트]-낸드 부문은 경쟁 심화에 따른 가격 하락이 예상보다 크게 나타날 것으로 보여, 실적에 대한 시장의 기대치가 낮아져야 할 것으로 판단, SK하이닉스의 4분기 매출액은 18조4000억원, 영업이익은 7조4000억원으로 하향 조정.-또 내년 1분기 실적은 매출액 15조9000억원, 영업이익 5조4000억원으로 전분기와 비교해 하락할 것으로 예상, 수요 비수기 진입에 따른 출하량 감소와 판매 가격 하락을 예상하기 때문. 특히 낸드 부문의 경우 수급 악화와 가격 하락이 예상보다 크게 나타나며, 영업이익이 크게 하락할 것으로 전망-담ㄴ SK하이닉스를 포함한 디램(DRAM ) 업체들의 설비투자액(CapEx) 하향 조정이 2025년 범용 디램 및 HBM 5세대(HBM3e)의 업황 호조로 이어질 것이라는 기존 시각은 유지.더블유씨피 ""힘들지만 희망은 있따""📉목표주가 : 2만7000원→1만9000원(하향) / 현재주가 : 1만2540원 투자의견 : 매수(유지) / KB증권[체크 포인트]-더블유씨피는 4분기 영업적자 217억원을 기록해 전 분기에 이어 적자를 지속하고, 작년 동기 대비로는 적자로 전환할 것, 3분기 실적 부진 흐름이 이어지는 가운데 완성차업체(OEM)들의 연말 재고조정으로 각형 전지용 분리막과 원통형 전지용 분리막 실적이 모두 부진할 것으로 보임.-가동률이 급감하면서 수익성이 악화하고 있는데, 중동 전쟁 지속으로 인한 물류비 부담 확대와 각종 신제품 테스트 비용 및 시운전 비용 등도 영업적자 폭을 키우고 있음, 전기차 시장 성장세 둔화에 따른 신규 생산설비 가동 시점 순연과 미국 전기차 수요 감소 우려를 반영해 올해부터 2032년까지의 분리막 판매량 추정치를 기존 대비 16% 하향 조정.-다만 단기 실적 부진은 불가피하나 내년 하반기부터는 업황 반등이 기대, 내년부터 강화되는 유럽연합(EU)의 이산화탄소 배출 규제 영향으로 유럽 OEM의 EV용 전지 재고 축적 수요가 예상.롯데쇼핑 ""오해는 풀고 가자""📋목표주가 : 7만7000원(유지) / 현재주가 : 5만8300원 투자의견 : 매수(유지) / 신한투자증권[체크 포인트]-최근 불거진 롯데그룹 유동성 위기설과 관련해 부진한 업황과는 별개로 롯데쇼핑 유동성 위기에 대한 우려는 과도함, 롯데쇼핑의 3분기 말 기준 현금성 자산 규모는 2조8천500억원이고 향후 1년 이내에 갚아야 할 단기차입금 및 사채는 2조7천500억원으로 단기적인 유동성 위기도 아님.-올해 3분기 기준 영업활동현금흐름 역시 1조1000억원으로 양호하며 유휴부지를 중심으로 한 자산 매각도 가속화되고 있음, 롯데쇼핑은 그룹 내 유동성 위기의 원인으로 지목되는 롯데건설 및 롯데케미칼과는 지분 관계가 없고 롯데건설 연대보증과도 관련이 없다고 강조. 과거와 달리 본업이 안정적이고 장부가치에 대한 신뢰도가 상승하면서 밸류에이션도 매력적인 상황이라 판단. SK스퀘어 ""자사주 소각 그리고 매입, 목표주가도 상향""📈목표주가 : 7만4000원→7만8000원(상향) / 현재주가 : 8만400원 투자의견 : 매수(유지) / SK증권[체크 포인트]-2023년부터 계속된 자사주 매입·소각으로 기업 가치 제고에 대한 진정성이 확인, SK스퀘어는 지난 21일 보유 자사주 120만1904주에 대한 소각을 결정했음, 지난 4월부터 9월까지 신탁계약을 통해 취득한 자사주로 전체 발행주식수의 0.9%에 해당하며, 2025년 1월 6일 소각 예정임. 이번 소각이 완료되면 2023년부터 총 4100억원의 자사주 소각이 완료.-오는 25일부터 2025년 2월 24일까지 3개월간 신규로 자사주 125만3132주(0.9%, 1000억원 규모)를 취득할 예정, 이는 2023년 3월 공시한 크래프톤 지분 매각 등 투자(Harvest) 성과의 일부를 주주와 공유하는 주주 가치 제고를 위한 주주환원정책에 따라 결정.-기업가치제고계획도 발표, 2025~2027년까지 자기자본비용(COE)을 초과하는 자기자본이익률(ROE) 달성을 통해 2027년까지 순자산가치(NAV) 대비 할인율 50% 이하와 주가순자산비율(PBR) 1 배 이상 달성을 골자로 하고 있음. 보유 자사주 소각과 신규 자사주 취득을 통해 주주환원정책에 대한 신뢰도가 상승했으며, 2025년 추가적인 자사주 매입·소각 가능성이 높음.류은혁 기자 ehryu@hankyung.com",2024.11.22 08:51,https://www.hankyung.com/article/202411227546i
3,Korea,"""2000억 자사주 매입·소각""…SK스퀘어, 3%대 '상승'",https://img.hankyung.com/photo/202411/AC.37205643.1.jpg,한국경제,"밸류업(기업가치 제고) 계획을 발표한 SK스퀘어의 주가가 오르고 있다.22일 오전 9시8분 현재 SK스퀘어는 전일 대비 2800원(3.48%) 오른 8만3200원에 거래되고 있다. 주가는 장중 8만4600원까지 올랐다.전날 SK스퀘어는 2027년까지 순자산가치(NAV)할인율을 50% 이하로 축소하고 내년부터 2027년까지 자기자본비용(COE)을 초과하는 자기자본이익률(ROE)을 실현하겠다고 공시했다. 아울러 지난 4월 매입한 1000억원 규모 자사주를 소각하고, 오는 25일부터 3개월 이내 추가로 1000억원의 자사주를 매입, 소각하는 등 주가순자산비율(PBR)을 1배 이상으로 끌어올리겠다고 밝혔다.증권가에선 SK스퀘어의 밸류업 계획을 호평했다. 안재민 NH투자증권 연구원은 ""기업가치제고 목표를 위해 SK스퀘어는 2027년까지 주요 포트폴리오 자회사의 흑자를 달성하고, 반도체, 인공지능(AI) 분야에 신규 투자를 추진해 ROE 개선 노력을 진행할 것""이라고 말했다.이어 ""SK하이닉스가 순자산가치(NAV)에서 차지하는 비중이 높지만, 다른 포트폴리오 회사들의 손익 개선과 하이닉스와 시너지를 낼 수 있는 인수·합병(M&A)을 하겠다는 방향에 대해 긍정적으로 평가한다""며 ""중장기적으로 SK하이닉스의 의존도를 낮출 수 있을 것""이라고 전망했다.진영기 한경닷컴 기자 young71@hankyung.com",2024.11.22 09:11,https://www.hankyung.com/article/2024112276816
4,Korea,코스피 상승 출발…외인·기관 매수,https://img.hankyung.com/photo/202411/B20241122091226070.jpg,한국경제,"코스피가 외국인과 기관의 매수세에 상승 출발했다.22일 코스피는 전 거래일보다 12.79포인트(0.52%) 오른 2,493.42에 개장했다.투자자별 매매동향을 살펴보면, 외국인과 기관이 각각 63억 원과 87억 원 순매수하는 가운데, 개인만 153억 원 순매도하고 있다.유가증권시장 시가총액 상위 종목 중에서는 SK하이닉스(+1.78%)와 LG에너지솔루션(+1.00%), 현대차(+0.46%), 기아(+0.10%), KB금융(+1.54%), 셀트리온(+0.23%) 등이 오르고 있다. 반면, 삼성전자(-0.18%)와 삼성바이오로직스(-0.21%), 삼성전자우(-0.61%), NAVER(-0.79%) 등은 내리고 있다.코스닥 지수는 전 거래일 대비 1.70포인트(0.25%) 상승한 682.37에 거래를 시작했다.코스닥 시장에서는 외국인 홀로 13억 원 사들이고 있고, 기관과 개인이 각각 14억 원과 9억 원 팔아치우고 있다.코스닥 시총 상위 종목 중에선 에코프로비엠(+2.27%)과 에코프로(+1.07%), HLB(+1.23%), 클래시스(+1.46%), 레인보우로보틱스(+4.26%) 등이 상승하고 있다. 하지만 알테오젠(-2.60%)과 리가켐바이오(-0.52%), 휴젤(-0.72%), 엔켐(-0.57%), 삼천당제약(-1.59%) 등은 하락 중이다.김지원 KB증권 연구원은 ""지정학적 우려와 달러 강세, 외국인 자금 이탈 등 국내 증시에 우호적이지 않은 상황이 이어지고 있다""며 ""엔비디아 실적도 상승 모멘텀으로 작용하지 못하며 당분간 코스피는 2,500선을 전후로 방향성 탐색 흐름이 나타날 것으로 보인다""고 말했다.한편, 서울 외환시장에서 원·달러 환율은 전 거래일보다 3.5원 오른 1,401.0원에 출발했다.김대연기자 bigkite@wowtv.co.kr",2024.11.22 09:18,https://www.hankyung.com/article/2024112277205
5,Korea,[속보] 코스피 장중 2500선 돌파,https://img.hankyung.com/photo/202411/ZA.38721506.1.jpg,한국경제,사진=연합뉴스 22일 오전 9시17분 기준 코스피지수는 전 거래일보다 19.54포인트(0.79%) 오른 2500.17을 기록했다.고정삼 한경닷컴 기자 jsk@hankyung.com,2024.11.22 09:18,https://www.hankyung.com/article/2024112277086
6,Korea,10만달러 갈 기세...비트코인 또 최고가 경신,https://img.hankyung.com/photo/202411/B20241122092603593.jpg,한국경제,"가상화폐 대장주 비트코인 가격이 22일 9만9천달러선까지 돌파해 10만달러를 눈앞에 뒀다.미국 최대 가상화폐 거래소 코인베이스에서 한국시간 오전 4시 15분 비트코인은 24시간 전 대비 5.09% 오른 9만9천55달러에 거래되어 9만9천달러를 넘어섰다. 이후에는 약간 내려 9만8천500달러선으로 밀린 상태다.비트코인은 전날에도 9만5천달러부터 9만8천달러까지 가파르게 치솟더니 이날도 상승세를 이어가고 있다.비트코인 가격은 이달 초만 해도 7만달러를 밑돌았지만 ""친(親) 비트코인 대통령이 되겠다""고 공약한 도널드 트럼프 전 미국 대통령의 대선 승리 이후 고공행진을 지속하며 사상 최고치를 거듭 경신하고 있다.전날에는 트럼프 당선인의 정권 인수팀이 백악관에 가상화폐 정책을 전담하는 자리를 신설할지 가상화폐 업계와 논의 중이라는 외신 보도가 나오는 등 연일 쏟아져나오는 호재가 상승 탄력을 제공하고 있다.이날 가상화폐 규제에 앞장섰던 개리 겐슬러 미 증권거래위원회(SEC) 위원장이 트럼프 당선인이 취임하는 내년 1월 20일 사임하겠다는 의사를 밝혔다.(사진=연합뉴스)박근아기자 twilight1093@wowtv.co.kr",2024.11.22 09:29,https://www.hankyung.com/article/2024112277505
7,Korea,"[속보] 코스피, 2,500선 '복귀'…외인·기관 '순매수'",https://img.hankyung.com/photo/202411/B20241122092839813.jpg,한국경제,"코스피, 2,500선 '복귀'…외인·기관 '순매수' 정경준기자 jkj@wowtv.co.kr",2024.11.22 09:30,https://www.hankyung.com/article/2024112277585
8,Korea,"두산로보틱스, 밥캣 편입안 금감원 승인에 '강세'",https://img.hankyung.com/photo/202411/01.38721702.1.jpg,한국경제,"사진=두산로보틱스 두산로보틱스 주가가 장 초반 강세다. 두산밥캣을 두산에너빌리티에서 분리해 두산로보틱스에 편입하는 사업 재편안이 금융당국의 승인을 받은 영향으로 풀이된다.22일 오전 9시35분 현재 두산로보틱스는 전 거래일보다 3100원(4.51%) 오른 7만1900원을 기록하고 있다. 장중 9%대 급등하기도 했다.두산로보틱스는 지난달 12일 제출한 6차 합병 정정신고서에 대한 효력이 발생했다고 이날 공시했다. 지난 7월 최초 증권신고서 제출 후 약 4개월 만으로, 두산그룹의 분할·합병안이 확정됐다. 앞서 두산그룹은 원전 설비 기업인 두산에너빌리티에서 두산밥캣 지분(46.06%)을 신설법인으로 떼어내고, 이 법인을 두산로보틱스에 편입하는 사업 구조 개편을 발표했다.편입 이후 포괄적 주식교환 방식으로 두산밥캣과 두산로보틱스를 합병하는 게 기존 계획이었다. 하지만 주주 반발과 금융당국 압박에 지난 8월 이 방식을 철회했다. 두산로보틱스와 두산밥캣을 보유한 두산에너빌리티 신설법인의 합병 비율은 1대 0.043이다. 두산에너빌리티 주식 100주를 보유한 주주는 합병 후 두산에너빌리티 주식 88.5주와 두산로보틱스 주식 4.33주를 받게 된다.고정삼 한경닷컴 기자 jsk@hankyung.com",2024.11.22 09:41,https://www.hankyung.com/article/2024112276996
9,Korea,업비트-서울경찰청 '맞손'…보이스피싱 피해액 85억원 환급,https://img.hankyung.com/photo/202411/B20241105090926370.jpg,한국경제,"업비트가 보이스피싱 피해자 380여 명에게 약 85억 원을 환급했다고 22일 밝혔다.업비트를 운영하는 두나무는 실시간 이상거래탐지시스템(Fraud Detection System, FDS)을 활용해 보이스피싱 등 이상거래를 막고 피해금을 동결하고 있다.두나무는 동결한 보이스피싱 피해금 환급을 위해 지난해 9월 서울경찰청 형사기동대 피싱범죄수사계와 MOU(업무협약)를 맺고 상호협조체계를 구축했다.두나무는 경찰의 협조를 받아 보이스피싱 피해를 인지하지 못하거나 신고하지 않은 피해자를 찾아 자산을 돌려주고 있다.이를 통해 지난 2월 246여 명에게 약 50억 원을 돌려줬고, 이날 추가로 134여 명에게 약 35억 원을 환급했다.두나무 관계자는 ""서울경찰청의 적극적인 수사 협조와 업비트의 촘촘한 FDS 모니터링으로 이용자의 소중한 자산을 보이스피싱으로부터 지킬 수 있었다""며 ""가상자산 투자 열기가 높은 만큼 이용자 자산 보호에 더욱 최선을 다할 것""이라고 말했다.한편 업비트는 FDS에 인공지능을 도입하는 등 시스템 고도화를 통한 모니터링 역량을 강화하고 있으며, 금융사고 전담 콜센터(1533-1111)를 운영하고 서울경찰청 등 여러 수사기관과 협조해 이용자의 자산을 안전하게 지키기 위해 총력을 다하고 있다.박찬휘기자 pch8477@wowtv.co.kr",2024.11.22 09:42,https://www.hankyung.com/article/2024112278055
