,country,title,image_link,source,content,published_at,link
0,Korea,백종원 “흑백요리사 시즌 2출격”…더본코리아 주가 반등할까,https://image.economist.co.kr/data/ecn/image/2024/09/11/ecn20240911000115.jpg,이코노미스트,"백종원 더본코리아 대표가 넷플릭스 예능 &lsquo;흑백요리사: 요리 계급 전쟁&rsquo; 시즌2에 출연한다.백 대표는 지난 12일 한 언론 매체와의 인터뷰에서 흑백요리사 시즌2 출연 여부에 &ldquo;출연하기로 했다&rdquo;고 말했다. 백 대표는 특히 흑백요리사 출연으로 쌓은 인지도가 더본코리아 기업공개(IPO)&middot;상장에 도움이 됐다고 밝혔다.그는 &ldquo;홍콩에서 투자자들을 상대로 기업설명회(IR) 활동을 할 때 많은 도움을 받았다&rdquo;며 &ldquo;보통은 (투자자들이) 약속도 안 잡아주고 문 앞에서 돌려보내곤 하는데, 한 번에 10명씩 만나 팬 미팅 하듯이 했다&rdquo;고 말했다. 지난 6일 상장한 더본코리아는 롤러코스터 장세를 나타내고 있다. 더본코리아는 상장 당일 공모가 대비 51.18% 오른 5만1400원에 거래를 마무리한 후 7일에는 5만1700원까지 올랐다. 하지만 8일과 11일 연속 10%대 하락하며, 지난 11일에는 4만1400원에 거래를 종료했다. 이후 12일에는 15%대 오르며 반등에 성공하는 듯 했으나 13일 다시 7%대 하락하며 등락을 거듭하는 모습이다. 한편, 백 대표가 1994년 설립한 더본코리아는 ▲빽다방 ▲홍콩반점 ▲새마을식당 ▲한신포차 등 외식 프랜차이즈 기반의 외식사업과 ▲가정간편식(HMR)&middot;가공식품&middot;소스 등 유통사업 ▲제주도 더본호텔 통한 호텔사업 등을 벌이고 있다.현재 25개 외식 브랜드를 통해 올 상반기 기준 국내 2917개의 점포를 보유하고 있다. 해외는 미국, 중국, 일본 등 14개국에서 149개의 직&middot;가맹점포를 운영 중이다. 지난해 매출액과 당기순이익은 각각 3881억원, 193억원을 기록했다. 백 대표는 더본코리아 지분 60.78%을 보유하고 있다.증권가에서는 더본코리아에 대해 프랜차이즈 사업의 안정적 성장과 해외&middot;유통 매출, 지역개발 사업 확대 등을 특징으로 꼽고 있다.한유정 한화투자증권 연구원은 &ldquo;향후 확장 전략을 통해 내수 가맹 사업을 늘리고 마스터 프랜차이즈로 전략을 변경해 해외 사업 확장도 본격화할 계획이다&rdquo;며 &ldquo;국내외 사업 확장을 통해 유통사업으로 분류되는 B2B(기업 간 거래) 소스 매출도 동반 증가할 것이다&rdquo;고 전망했다. 다만 증시에서 음식료 평균 밸류에이션(실적대비 주가 수준)과 프랜차이즈 비교그룹 교촌에프앤비의 주가수익비율(PER)을 고려하면 현재 주가는 높은 수준으로 단기 주가 변동성이 클 것이란 시각도 제기된다.",2024-11-13 22:08:16,https://economist.co.kr/article/view/ecn202411130081
1,Korea,"문다혜, 15일 검찰 송치…“제주 단독주택 불법 숙박업 인정”",https://image.economist.co.kr/data/ecn/image/2024/11/12/ecn20241112000020.jpg,이코노미스트,제주에서 불법 숙박업을 했다는 의혹이 불거진 문재인 전 대통령의 딸 문다혜 씨가 제주 자치경찰 소환 조사에서 자신의 혐의를 인정한 것으로 확인됐다. 제주도 자치경찰단은 공중위생관리법 위반 혐의로 문 씨를 오는 15일 검찰에 송치한다고 13일 밝혔다.자치경찰은 자세한 혐의에 대해서는 함구하면서도 문 씨가 지난 11일 변호사 입회하에 2시간 동안 받은 소환 조사에서 자신의 혐의를 모두 인정했다고 밝혔다. 문 씨는 최근 2년간 제주시 한림읍 협재리 본인 소유 단독주택을 숙박업으로 등록하지 않은 채 공유숙박업소(에어비앤비)로 운영한 혐의를 받는다. 앞서 문 씨는 문 전 대통령 퇴임 이후인 2022년 7월 이 별장을 구입했다. 원소유주는 문재인 전 대통령의 멘토로 알려진 송기인 신부다. 문 씨는 송 신부로부터 3억8000만원에 이 별장을 매입했다.자치경찰은 에어비앤비 리뷰 기록 등 증거를 확보한 것으로 확인됐다. 제주시는 문 씨 소유의 단독주택에서 미신고 불법 숙박업이 이뤄졌다는 민원이 국민신문고를 통해 제기되자 사실관계를 확인하기 위해 지난 9월 자치경찰에 수사를 의뢰했다. 공중위생관리법에 따르면 신고하지 않고 숙박업을 하면 2년 이하의 징역 또는 2000만원 이하의 벌금에 처한다.,2024-11-13 20:36:34,https://economist.co.kr/article/view/ecn202411130077
2,Korea,메리츠증권 3분기 영업이익 2429억원…전년 比 50% 증가,https://image.economist.co.kr/data/ecn/image/2024/09/13/ecn20240913000091.jpg,이코노미스트,"메리츠증권은 2024년도 3분기 연결기준 영업이익과 당기순이익이 2429억원과 1753억원으로 전년 동기 대비 각각 50.2%, 48.9% 증가했다고 13일 밝혔다. 2024년 3분기까지 누적 영업이익과 당기순이익은 7447억원과 5452억원으로 전년 동기 대비 각각 23.1%와 13.8% 늘었다. 메리츠증권은 금융시장 불확실성이 지속하는 가운데 기업금융(IB) 부문에서 빅딜을 연이어 성사시키며 견조한 실적을 달성했다고 평가했다. 일부 투자자산 매각을 통해 수익이 개선되면서 작년 동기 대비 실적이 크게 증가했다고 부연했다. 메리츠증권 관계자는 &ldquo;기존 강점인 IB부문 역량을 유지하고 리테일 부문을 강화해 전 사업 부문에서 고른 성장을 이끌어 낼 것이다&rdquo;고 말했다.",2024-11-13 19:47:40,https://economist.co.kr/article/view/ecn202411130076
3,Korea,"최윤범, 유상증자 전격철회…“이사회 의장직 물러나겠다”",https://image.economist.co.kr/data/ecn/image/2024/10/11/ecn20241011000035.jpg,이코노미스트,"최윤범 고려아연 회장이 2조5000억원 규모의 일반공모 유상증자 발표를 철회하고, 빠른 시일 내 이사회 의장직을 내려놓겠다며 공개 사과했다. 최 회장은 13일 오후 서울 대한상공회의소 국제회의장에서 일반공모 유상증자 철회 결정을 설명하기 위해 연 기자회견에서 &ldquo;이사회의 독립성 강화, 소액주주 보호와 참여를 위한 방안을 추진해 주주와 시장의 목소리에 더욱더 귀를 기울이는 기업으로 거듭나겠다&rdquo;며 이같이 말했다. 최 회장은 &ldquo;이사회 의장과 대표이사 분리에 이어 독립적인 사외이사가 이사회 의장을 맡도록 함으로써 이사회의 독립성이 한층 강화될 것&rdquo;이라며 해외 주주 및 투자자와의 소통 강화 차원에서 외국인 사외이사를 선임할 계획이라고 덧붙였다. 최 회장이 이사회 의장직을 내려놓으면 고려아연 사내이사직만 맡게 된다. 그는 지난 3월 20일 임기 만료로 대표이사직에서 물러난 바 있다. 고려아연은 이날 오전 임시 이사회를 열고 일반공모 유상증자를 자진 철회하기로 의결했다. 유상증자 계획을 발표한지 14일, 지난 6일 금융감독원이 제동을 건 지 7일 만이다. 앞서 고려아연은 MBK파트너스-영풍 연합과의 경영권 분쟁 과정에서 조 단위 차입금을 끌어와 자사주 공개매수를 추진했다. 이후 지난달 30일 보통주 373만2650주를 일반공모 방식으로 유상증자해 2조5000억원을 조달하겠다고 밝혔다. 시장에선 고려아연의 예상 밖의 대규모 유상증자에 거센 비판이 일었다. 특히 영풍&middot;MBK연합과의 경영권 분쟁에서 지분율 우위를 점하기 위해 회사가 돈을 빌리고는 주주에게 빚을 갚게 한다는 것이 비판이 핵심이었다. 시장 안팎의 반발에 금융당국까지 칼을 빼 들면서 결국 고려아연은 유상증자 결정을 전격 철회하게 된 것으로 보인다. 고려아연은 이날 주주 친화&middot;환원 정책을 강화하겠다는 계획도 밝혔다. 고려아연은 &ldquo;주주에게 정기적인 수익을 제공해 안정적인 현금 흐름을 창출할 수 있도록 분기 배당 도입을 추진한다&rdquo;며 &ldquo;중간 배당을 도입한 지 약 1년 만에 새로운 배당 정책을 내놓은 것으로, 고려아연 주주들은 앞으로 더욱 예측 가능한 배당 수익을 거두고 안정적인 현금흐름을 창출할 수 있을 것이다&rdquo;고 설명했다. 한편, 고려아연 경영권 분쟁이 이르면 연말 임시 주총에서 의결권 대결로 판가름 날 전망이다. 최 회장은 MBK파트너스&middot;영풍으로부터 경영권을 지키겠다는 입장을 고수했다. 최 회장은 &ldquo;고려아연은 국가기간산업으로 국가 경제에 이바지해야 하고 장기적인 관점과 안목, 성장성을 지키고 우리나라 경제의 주춧돌로서 기여해야 한다는 점에 모두 동의하실 것이다&rdquo;며 &ldquo;회사의 장기적 성장과 발전을 믿고 주주 가치 제고를 위해 무엇이 옳은 길인지 합리적 선택해오신 주주분들과 함께 다가올 주주총회에서 승리해 회사를 지켜내겠다&rdquo;고 말했다.",2024-11-13 18:47:21,https://economist.co.kr/article/view/ecn202411130074
4,Korea,"""이제 2300선으로 무너지나"" 코스피, 1년만에 최저치 기록",https://image.economist.co.kr/data/ecn/image/2024/11/13/ecn20241113000157.jpg,이코노미스트,"""어제는 2500선이 깨지고, 내일은 2400이 깨질까 두렵다""13일 코스피는 나흘째 급락세를 지속해 전날보다 65.49포인트(2.64%) 내린 2417.08에 장을 마쳤다. 지난해 11월 13일(2403.76) 이후 1년 만에 최저 수준이다. 여기에 시가총액도 2000조원을 밑도는 1970조6632억원을 기록하면서 ""어디까지 내려갈지 모른다""는 공포감이 시장을 감싸고 있는 상황이다. 코스피의 52주 최저가는 2386.96으로, 경신까지 30.12포인트만을 남겨두고 있다.도널드 트럼프 미국 공화당 후보의 47대 대선 당선 이후 코스피가 연일 급락하고 있는 이유는 트럼프 행정부의 경제 정책인 '트럼프노믹스' 때문이다. 트럼프는 강력한 보호무역주의 아래 자국의 이윤만을 중요시하는 기조를 보이기 때문에 수출을 주로 이루는 코스피 기업들 특성상 이익 하락은 기정사실화 돼 있다. 비트코인 등 가상자산 가치가 상방 압력을 받는 반면, 해외 경제 이슈에 민감하고 펀더멘털이 약한 코스피는 하방압력을 강하게 받고 있다. 대조적인 모습이다.이민혁 KB국민은행 연구원은 ""미국 하원에서도 공화당 과반 확보가 유력해지며 '레드 스윕(공화당의 상하원 장악)' 실현 가능성이 커졌다""며 ""이로 인한 트럼프 트레이드가 달러 강세와 원화 약세의 요인이 되고 있다""고 전했다. 실제 환율은 트럼프 대통령 당선 이후 상승세가 계속돼 심리적 저지선인 1400원을 돌파했다.다만 조정 단계를 지나고 있다는 주장도 나온다. 악재가 모두 해소되기는 어려운 점이 사실이지만, 전혀 예상하지 못했던 것도 아닐 뿐더러 그간 충분히 가치조정이 이뤄졌기 때문에 하락 여력이 많지 않다는 것이다.한지영 키움증권 연구원은 ""트럼프 정책 불확실성과 3분기 실적발표 기간 실망에 따른 전망치 조정, 환율 부담 등 쏟아지는 악재가 대거 해소되기 어려운 것은 사실이다""며 ""다만 새롭게 등장한 악재는 아니고, 밸류에이션 매력이 높아진 구간에 진입했다는 점은 눈여겨볼 필요가 있다""고 설명했다.",2024-11-13 17:43:01,https://economist.co.kr/article/view/ecn202411130058
5,Korea,"동양생명, 3분기 순이익 2657억원 시현…전년比 22.2% ↑",https://image.economist.co.kr/data/ecn/image/2023/10/23/ecn20231023000038.jpg,이코노미스트,"동양생명이 13일 잠정 영업실적 공시를 통해 별도 기준 올해 3분기 누적 당기순이익이 전년동기대비 22.2% 증가한 2657억원을 달성했다고 13일 밝혔다.먼저 보험손익은 올해 출시한 치매보험, 암보험 등 건강보험의 인기에 힘입어 전년동기대비 27.2% 증가한 2334억원을 실현했으며, 보험 영업 성장의 지표인 연납화보험료(APE)의 3분기 누적 신계약액은 보장성 상품 중심의 매출 확대에 힘입어 7007억원을 기록했다.이 중 보장성 APE는 전년 동기 대비 32% 증가한 6442억 원으로 전체 APE의 약 92%를 차지하며, 안정적인 손익 기반 구축에 기여했다. 또한, 양질의 신계약 성장을 바탕으로 신계약 CSM은 전년 동기 대비 1.1% 증가한 5671억 원을 기록했다.3분기 누적 투자손익은 금융시장의 변동성 확대에도 불구하고, 채권 비중 확대를 통한 안정적인 투자 수익 확보에 힘입어 전년동기대비 15.6% 증가한 1054억 원을 기록했으며, 운용자산이익률은 시중금리 변동성에도 불구하고 3.83%를 유지했다.이 밖에도 13회차와 25회차 보장성 유지율은 전년 동기 대비 각각 3.3%p 상승한 88.4%, 0.8%p 상승한 69.1%를 기록하며, 적극적인 보유 계약 효율 관리 노력에 따라 지속적으로 개선되고 있다.동양생명 관계자는 &ldquo;대내외 불확실성 속에서도 고객과 시장의 니즈에 맞춘 탄력적인 대응을 통해 건강상품의 시장 지배력을 확대했으며, 공동재보험 체결과 후순위채 발행 등 선제적인 자본 관리를 통해 펀더멘털을 지속적으로 개선하고 있다&rdquo;며 &ldquo;금융당국이 제안한 새로운 가이드라인을 충실히 반영하여 단기 실적보다는 미래 지향적인 의사결정을 할 예정이며, 보장성 보험 판매 중심의 전략을 통해 안정적인 자본 관리 체계를 구축하여 회사 가치를 지속적으로 제고해 나갈 것&rdquo;이라고 말했다.",2024-11-13 15:10:33,https://economist.co.kr/article/view/ecn202411130049
6,Korea,"핀트, 연금저축 투자일임 가입금액 로보어드바이저(RA) 전체 1위",https://image.economist.co.kr/data/ecn/image/2024/11/13/ecn20241113000142.jpg,이코노미스트,"인공지능(AI) 일임 투자 플랫폼 &lsquo;핀트&rsquo;(fint)를 운영하는 디셈버앤컴퍼니가 핀트 연금저축 투자일임 가입금액(AUM)이 470억원을 돌파, 가파른 증가세를 보이고 있다고 13일 밝혔다. 이는 로보어드바이저(RA) 업계 최초 및 최대다.핀트가 연계 증권사인 KB증권&middot;한국투자증권과 함께 선보인 &lsquo;연금저축 핀트 투자&rsquo;는 국내 최초의 비대면 투자일임 연금저축 서비스로 핀트 앱 내에서 기존 연금저축을 가져오거나 신규 개설을 통해 원스톱으로 이용할 수 있는 것이 특징이다.연금저축의 본래 목적은 노후준비지만 대부분 세제혜택 목적으로 가입 후 운용의 어려움과 무관심 속에 방치하는 경우가 많았다. 이런 상황 속에서 로보어드바이저를 활용한 &lsquo;연금저축 핀트 투자&rsquo;는 개인연금의 일임 솔루션으로 주목받고 있다.연금저축 핀트 투자는 AI가 알아서 장기적 투자 전략부터 종목분석, 리밸런싱 등 어렵고 복잡한 연금 운용을 대신해주기 때문에 편리한 것은 물론, 안정적이고 매력적인 수익률까지 기대해 볼 수 있다.실제 금융감독원 통합연금포털에 따르면, 2024년 3분기까지 연금저축펀드(원금보장형, 단기금융 상품 제외)의 누적 환산 수익률은 최근 3년(-8.6%), 5년(14.2%), 7년(12.5%)인 반면, 연금저축 핀트 투자에 적용된 대표 알고리즘인 &lsquo;디셈버 ISAAC 자산배분 국내형&rsquo;의 로보어드바이저 테스트베드 누적 수익률은 3년(10.9%), 5년(28.8%), 7년(34.2%)을 기록 중이다.동기간 연금저축펀드들의 기간별 누적수익률 평균과 비교 시 연금저축 핀트 투자가 3년(19.5%), 5년(14.6%), 7년(21.7%)의 기간별 수익률 차이에서 우위를 보여주고 있다. 안정적인 장기 운용에 특화된 자산배분형 핀트 알고리즘의 누적 수익률이 연금저축펀드 평균 대비 상대적으로 우수한 성과로 주목된다.이러한 특징으로 연금저축 고객들의 머니무브가 핀트로 집중되는 모습이다. 올해 초 300억원이었던 연금저축 핀트 투자일임금액은 9개월만에 50% 이상 급증해 11월 현재 470억원을 넘어섰다. 꾸준한 신규 유입과 함께 기존 가입자들도 빠르게 핀트로 갈아타기에 나서며 이전계좌의 비중도 전체 연금계좌의 30%에 이른다. 기존에 가입한 연금저축이 있다면, 핀트의 AI 전략을 접목시키는 것만으로도 개인연금의 운용과 관리 측면에서 상당한 편의성과 효익을 체감할 수 있다는 평가다.송인성 디셈버앤컴퍼니 대표는 &ldquo;청년층부터 중장년층까지 노후준비에 대한 관심이 커지면서 로보어드바이저를 활용한 편리하고 효과적인 핀트 연금저축 투자가 각광받고 있다&rdquo;며 &ldquo;연금저축과 같은 장기투자에서 AI를 활용하는 것이 훨씬 유용한 만큼, 핀트로 미래를 준비해 보시기 바란다&rdquo;고 전했다.",2024-11-13 14:55:46,https://economist.co.kr/article/view/ecn202411130046
7,Korea,"[속보] 고려아연, 일반공모 유상증자 철회",https://image.economist.co.kr/data/ecn/image/2024/11/13/ecn20241113000096.png,이코노미스트,,2024-11-13 12:22:08,https://economist.co.kr/article/view/ecn202411130031
8,Korea,"NH투자증권, 2025 전망 ‘NH INVESTMENT FORUM’ 개최",https://image.economist.co.kr/data/ecn/image/2024/11/13/ecn20241113000115.jpg,이코노미스트,"올해로 27회를 맞는 NH INVESTMENT FORUM은 &lsquo;The Balance Game&rsquo;이라는 슬로건으로 NH투자증권 대표 애널리스트들의 발표를 통해 미국 대선 이후 급변하는 세계정세와 주요국 정책 변화가 2025년 금융시장에 미칠 영향에 대한 분석과 함께 주요 투자 자산에 대한 전망 및 대응 전략을 제시한다. 포럼 첫날인 13일에는 윤병운 NH투자증권 대표의 인사말을 시작으로 오태동 리서치센터장의 하우스 뷰가 발표된다. 이후 국내외 경제 전망, 주식 투자 전략과 함께 반도체, 엔터&middot;미디어, 제약&middot;바이오, 자동차, 글로벌 IT, 해외 유망 종목 등 주요 산업 및 국내외 기업에 대한 전망을 밝힌다. 둘째 날에는 자산 배분 전략을 시작으로 채권, 외환, 원자재, 크레딧, 디지털자산, 글로벌리츠, 글로벌인프라 등 FICC 자산에 대한 투자전략을 발표한다.NH투자증권은 2025년 코스피 예상밴드를 2250~2850포인트로 예상보고, 연간 변동성은 추세 대비 높은 흐름을 보일 것으로 전망하며 &lsquo;바텀 피싱&rsquo;(Bottom fishing&middot;저점 매수) 콘셉트의 전술적 전략을 제시할 예정이다. 투자 아이디어로는 순환매 장세 속 상황별 투자 유망 업종으로 대응하는 알파 전략을 제안하고, 관련 업종과 기업을 알아본다. 또한 주요국 금리 및 환율 변동, 디지털자산 관련 규제 완화 기대감 등 투자자에게 많은 관심을 받고 있는 FICC 자산과 대체투자 자산에 대해서도 어떤 포지션이 유리할지 자산별 대응 전략을 제시한다.오태동 리서치본부장은 &ldquo;2025년 금융시장은 주요국 정책 변화에 대한 우려와 기대감이 공존하며 시장 변동성이 커질 것으로 예상된다&rdquo;며 &ldquo;올해가 미국 대선을 포함한 글로벌 주요국 &lsquo;선거의 해&rsquo;였다면, 내년은 시장 상황에 따라 전술적으로 어떤 자산을 선택해야 할지가 더욱 중요해질 &lsquo;선택의 해&rsquo;가 될 것&rdquo;이라고 말했다. 오 본부장은 &ldquo;이번 포럼을 통해 투자 판단에 도움이 될 수 있는 기준과 혜안을 얻어 가실 수 있도록 NH투자증권 리서치본부만의 투자 인사이트를 제공하고, 향후 더욱 적극적인 리서치 서비스를 해 나갈 계획&rdquo;이라고 덧붙였다.",2024-11-13 11:44:08,https://economist.co.kr/article/view/ecn202411130030
9,Korea,"신한투자증권, ‘신한 금융시장 포럼’ 개최",https://image.economist.co.kr/data/ecn/image/2024/11/13/ecn20241113000112.png,이코노미스트,"신한투자증권은 2025년 국내외 경제 및 금융시장 환경과 주요 산업을 전망하는 &lsquo;신한 금융시장 포럼&rsquo;을 이달 13~14일 양일에 걸쳐 개최한다고 13일 밝혔다. 신한 금융시장 포럼은 2025년 경제 및 자산시장 환경을 진단하고 예측하는 첫째 날(13일)과 주요 산업 동향 및 전망을 살펴보는 둘째 날(14일)로 나눠 유튜브 라이브로 진행한다.13일 오후 1시 30분부터 진행되는 포럼 첫째 날은 1부(오후 1시 30분~오후 3시)와 2부(오후 3시 10분~오후 4시 40분)로 구성된다. 1부에서는 경제 및 외환, 자산배분, 채권 전략을 발표하고, 2부에서는 해외주식 전략, 글로벌 탑픽스, 국내주식 전략 등을 전망하는 시간을 갖는다.주요 산업 전망을 살펴보는 14일 둘째 날은 오후 1시 30분부터 오후 4시 40분까지 진행된다. &lsquo;소비재&middot;플랫폼&rsquo;, &lsquo;모빌리티&middot;소재&middot;산업재&rsquo;, &lsquo;IT HW&rsquo;, &lsquo;헬스케어&middot;혁신성장&middot;금융&rsquo; 등 총 네 가지 섹션별로 각 개별 산업 전망과 업종 최선호 종목 등을 살펴본다.윤창용 신한투자증권 리서치본부장은 &ldquo;지정학적 위험과 슈퍼선거 등 다양한 이벤트 속에서 누적된 악재들이 여전한 상태이다&rdquo;라며 &ldquo;2025년 국내외 금융시장 및 산업 전망 포럼이 불확실한 금융시장 환경에서 보다 유망한 성장 테마를 발굴하고 위험을 관리하는 데 있어 보탬이 됐으면 하는 바람이다&rdquo;고 밝혔다.",2024-11-13 11:07:22,https://economist.co.kr/article/view/ecn202411130027
